#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    12   0.803605E+03   0.113884E+01   0.229106E-02   0.750329E-01   0.195518E-02   0.113884E+01   0.783480E-02   0.417323E-05   0.743372E-05   0.142505E-06   0.229106E-02   0.417323E-05   0.111048E-06   0.321445E-05   0.112113E-06   0.750329E-01   0.743372E-05   0.321445E-05   0.323120E-03   0.446405E-05   0.195518E-02   0.142505E-06   0.112113E-06   0.446405E-05   0.310565E-06
    13   0.806956E+03   0.106688E+01   0.220491E-02   0.762514E-01   0.191970E-02   0.106688E+01   0.717451E-02   0.382067E-05   0.779339E-05   0.146883E-06   0.220491E-02   0.382067E-05   0.113914E-06   0.351485E-05   0.117139E-06   0.762514E-01   0.779339E-05   0.351485E-05   0.377960E-03   0.518843E-05   0.191970E-02   0.146883E-06   0.117139E-06   0.518843E-05   0.343158E-06
    14   0.812008E+03   0.105778E+01   0.212345E-02   0.770859E-01   0.187982E-02   0.105778E+01   0.633260E-02   0.271983E-05   0.728185E-05   0.129538E-06   0.212345E-02   0.271983E-05   0.116433E-06   0.380334E-05   0.121570E-06   0.770859E-01   0.728185E-05   0.380334E-05   0.436030E-03   0.594224E-05   0.187982E-02   0.129538E-06   0.121570E-06   0.594224E-05   0.375070E-06
    15   0.817599E+03   0.109184E+01   0.204700E-02   0.775953E-01   0.183713E-02   0.109184E+01   0.563624E-02   0.124183E-05   0.641906E-05   0.109201E-06   0.204700E-02   0.124183E-05   0.118678E-06   0.407968E-05   0.125495E-06   0.775953E-01   0.641906E-05   0.407968E-05   0.497039E-03   0.672162E-05   0.183713E-02   0.109201E-06   0.125495E-06   0.672162E-05   0.406321E-06
    16   0.825356E+03   0.115506E+01   0.197240E-02   0.778018E-01   0.179233E-02   0.115506E+01   0.535330E-02  -0.182299E-06   0.584285E-05   0.996846E-07   0.197240E-02  -0.182299E-06   0.120654E-06   0.434179E-05   0.128931E-06   0.778018E-01   0.584285E-05   0.434179E-05   0.560484E-03   0.751938E-05   0.179233E-02   0.996846E-07   0.128931E-06   0.751938E-05   0.436765E-06
    17   0.835032E+03   0.123043E+01   0.190084E-02   0.777360E-01   0.174614E-02   0.123043E+01   0.544552E-02  -0.134435E-05   0.552048E-05   0.967366E-07   0.190084E-02  -0.134435E-05   0.122389E-06   0.458891E-05   0.131924E-06   0.777360E-01   0.552048E-05   0.458891E-05   0.625957E-03   0.833030E-05   0.174614E-02   0.967366E-07   0.131924E-06   0.833030E-05   0.466375E-06
    18   0.845413E+03   0.130402E+01   0.183433E-02   0.774323E-01   0.169931E-02   0.130402E+01   0.579346E-02  -0.213243E-05   0.525304E-05   0.934673E-07   0.183433E-02  -0.213243E-05   0.123919E-06   0.482076E-05   0.134524E-06   0.774323E-01   0.525304E-05   0.482076E-05   0.693076E-03   0.914982E-05   0.169931E-02   0.934673E-07   0.134524E-06   0.914982E-05   0.495165E-06
    19   0.857252E+03   0.137183E+01   0.177199E-02   0.769152E-01   0.165221E-02   0.137183E+01   0.625364E-02  -0.257339E-05   0.490843E-05   0.890925E-07   0.177199E-02  -0.257339E-05   0.125253E-06   0.503663E-05   0.136758E-06   0.769152E-01   0.490843E-05   0.503663E-05   0.761379E-03   0.997248E-05   0.165221E-02   0.890925E-07   0.136758E-06   0.997248E-05   0.523096E-06
    20   0.868944E+03   0.142455E+01   0.171242E-02   0.762083E-01   0.160516E-02   0.142455E+01   0.670183E-02  -0.271179E-05   0.444619E-05   0.844073E-07   0.171242E-02  -0.271179E-05   0.126402E-06   0.523591E-05   0.138652E-06   0.762083E-01   0.444619E-05   0.523591E-05   0.830413E-03   0.107931E-04   0.160516E-02   0.844073E-07   0.138652E-06   0.107931E-04   0.550139E-06
    21   0.881163E+03   0.146870E+01   0.165511E-02   0.753440E-01   0.155855E-02   0.146870E+01   0.719542E-02  -0.252402E-05   0.412550E-05   0.804179E-07   0.165511E-02  -0.252402E-05   0.127385E-06   0.541894E-05   0.140243E-06   0.753440E-01   0.412550E-05   0.541894E-05   0.899836E-03   0.116084E-04   0.155855E-02   0.804179E-07   0.140243E-06   0.116084E-04   0.576334E-06
    22   0.893913E+03   0.150847E+01   0.159993E-02   0.743522E-01   0.151277E-02   0.150847E+01   0.784447E-02  -0.201347E-05   0.416791E-05   0.776928E-07   0.159993E-02  -0.201347E-05   0.128227E-06   0.558619E-05   0.141570E-06   0.743522E-01   0.416791E-05   0.558619E-05   0.969328E-03   0.124157E-04   0.151277E-02   0.776928E-07   0.141570E-06   0.124157E-04   0.601732E-06
    23   0.906793E+03   0.154641E+01   0.154723E-02   0.732449E-01   0.146789E-02   0.154641E+01   0.871581E-02  -0.135974E-05   0.434481E-05   0.748369E-07   0.154723E-02  -0.135974E-05   0.128935E-06   0.573787E-05   0.142655E-06   0.732449E-01   0.434481E-05   0.573787E-05   0.103856E-02   0.132116E-04   0.146789E-02   0.748369E-07   0.142655E-06   0.132116E-04   0.626346E-06
    24   0.920107E+03   0.158462E+01   0.149734E-02   0.720330E-01   0.142398E-02   0.158462E+01   0.985936E-02  -0.767237E-06   0.439383E-05   0.707184E-07   0.149734E-02  -0.767237E-06   0.129517E-06   0.587423E-05   0.143518E-06   0.720330E-01   0.439383E-05   0.587423E-05   0.110720E-02   0.139932E-04   0.142398E-02   0.707184E-07   0.143518E-06   0.139932E-04   0.650187E-06
    25   0.933973E+03   0.162059E+01   0.145018E-02   0.707415E-01   0.138121E-02   0.162059E+01   0.112697E-01  -0.363543E-06   0.436781E-05   0.672197E-07   0.145018E-02  -0.363543E-06   0.129984E-06   0.599589E-05   0.144184E-06   0.707415E-01   0.436781E-05   0.599589E-05   0.117499E-02   0.147587E-04   0.138121E-02   0.672197E-07   0.144184E-06   0.147587E-04   0.673293E-06
    26   0.947885E+03   0.166193E+01   0.140548E-02   0.693942E-01   0.133971E-02   0.166193E+01   0.129301E-01  -0.217188E-06   0.436546E-05   0.662833E-07   0.140548E-02  -0.217188E-06   0.130349E-06   0.610357E-05   0.144676E-06   0.693942E-01   0.436546E-05   0.610357E-05   0.124173E-02   0.155069E-04   0.133971E-02   0.662833E-07   0.144676E-06   0.155069E-04   0.695705E-06
    27   0.962249E+03   0.170822E+01   0.136288E-02   0.679975E-01   0.129947E-02   0.170822E+01   0.148106E-01  -0.237269E-06   0.435396E-05   0.670778E-07   0.136288E-02  -0.237269E-06   0.130621E-06   0.619799E-05   0.145013E-06   0.679975E-01   0.435396E-05   0.619799E-05   0.130722E-02   0.162366E-04   0.129947E-02   0.670778E-07   0.145013E-06   0.162366E-04   0.717464E-06
    28   0.976895E+03   0.175235E+01   0.132214E-02   0.665556E-01   0.126044E-02   0.175235E+01   0.168674E-01  -0.316998E-06   0.427465E-05   0.680860E-07   0.132214E-02  -0.316998E-06   0.130806E-06   0.627985E-05   0.145212E-06   0.665556E-01   0.427465E-05   0.627985E-05   0.137130E-02   0.169467E-04   0.126044E-02   0.680860E-07   0.145212E-06   0.169467E-04   0.738596E-06
    29   0.991755E+03   0.179764E+01   0.128350E-02   0.650808E-01   0.122264E-02   0.179764E+01   0.191166E-01  -0.445469E-06   0.409721E-05   0.678220E-07   0.128350E-02  -0.445469E-06   0.130905E-06   0.634962E-05   0.145282E-06   0.650808E-01   0.409721E-05   0.634962E-05   0.143378E-02   0.176362E-04   0.122264E-02   0.678220E-07   0.145282E-06   0.176362E-04   0.759095E-06
    30   0.100704E+04   0.183519E+01   0.124718E-02   0.635870E-01   0.118611E-02   0.183519E+01   0.215787E-01  -0.633896E-06   0.381699E-05   0.652394E-07   0.124718E-02  -0.633896E-06   0.130921E-06   0.640788E-05   0.145230E-06   0.635870E-01   0.381699E-05   0.640788E-05   0.149450E-02   0.183043E-04   0.118611E-02   0.652394E-07   0.145230E-06   0.183043E-04   0.778958E-06
    31   0.102214E+04   0.187058E+01   0.121274E-02   0.620852E-01   0.115086E-02   0.187058E+01   0.242235E-01  -0.886079E-06   0.350388E-05   0.610192E-07   0.121274E-02  -0.886079E-06   0.130863E-06   0.645568E-05   0.145076E-06   0.620852E-01   0.350388E-05   0.645568E-05   0.155345E-02   0.189518E-04   0.115086E-02   0.610192E-07   0.145076E-06   0.189518E-04   0.798242E-06
    32   0.103786E+04   0.189408E+01   0.117964E-02   0.605856E-01   0.111689E-02   0.189408E+01   0.270469E-01  -0.118385E-05   0.323603E-05   0.562047E-07   0.117964E-02  -0.118385E-05   0.130745E-06   0.649409E-05   0.144837E-06   0.605856E-01   0.323603E-05   0.649409E-05   0.161065E-02   0.195796E-04   0.111689E-02   0.562047E-07   0.144837E-06   0.195796E-04   0.817008E-06
    33   0.105367E+04   0.190466E+01   0.114758E-02   0.590951E-01   0.108418E-02   0.190466E+01   0.300303E-01  -0.142859E-05   0.305014E-05   0.515612E-07   0.114758E-02  -0.142859E-05   0.130568E-06   0.652389E-05   0.144524E-06   0.590951E-01   0.305014E-05   0.652389E-05   0.166607E-02   0.201885E-04   0.108418E-02   0.515612E-07   0.144524E-06   0.201885E-04   0.835275E-06
    34   0.106955E+04   0.190535E+01   0.111638E-02   0.576199E-01   0.105270E-02   0.190535E+01   0.332236E-01  -0.152133E-05   0.296411E-05   0.476671E-07   0.111638E-02  -0.152133E-05   0.130338E-06   0.654581E-05   0.144143E-06   0.576199E-01   0.296411E-05   0.654581E-05   0.171971E-02   0.207791E-04   0.105270E-02   0.476671E-07   0.144143E-06   0.207791E-04   0.853052E-06
    35   0.108609E+04   0.188983E+01   0.108607E-02   0.561645E-01   0.102244E-02   0.188983E+01   0.366259E-01  -0.144216E-05   0.296220E-05   0.446314E-07   0.108607E-02  -0.144216E-05   0.130057E-06   0.656060E-05   0.143702E-06   0.561645E-01   0.296220E-05   0.656060E-05   0.177160E-02   0.213524E-04   0.102244E-02   0.446314E-07   0.143702E-06   0.213524E-04   0.870358E-06
    36   0.110239E+04   0.187020E+01   0.105681E-02   0.547330E-01   0.993365E-03   0.187020E+01   0.402523E-01  -0.121465E-05   0.301943E-05   0.424226E-07   0.105681E-02  -0.121465E-05   0.129729E-06   0.656902E-05   0.143209E-06   0.547330E-01   0.301943E-05   0.656902E-05   0.182180E-02   0.219095E-04   0.993365E-03   0.424226E-07   0.143209E-06   0.219095E-04   0.887215E-06
    37   0.111897E+04   0.183783E+01   0.102905E-02   0.533292E-01   0.965415E-03   0.183783E+01   0.441220E-01  -0.957146E-06   0.310744E-05   0.409149E-07   0.102905E-02  -0.957146E-06   0.129360E-06   0.657181E-05   0.142672E-06   0.533292E-01   0.310744E-05   0.657181E-05   0.187039E-02   0.224516E-04   0.965415E-03   0.409149E-07   0.142672E-06   0.224516E-04   0.903641E-06
    38   0.113592E+04   0.179208E+01   0.100311E-02   0.519561E-01   0.938522E-03   0.179208E+01   0.482245E-01  -0.780262E-06   0.319868E-05   0.399537E-07   0.100311E-02  -0.780262E-06   0.128951E-06   0.656964E-05   0.142096E-06   0.519561E-01   0.319868E-05   0.656964E-05   0.191745E-02   0.229800E-04   0.938522E-03   0.399537E-07   0.142096E-06   0.229800E-04   0.919652E-06
    39   0.115314E+04   0.173533E+01   0.978654E-03   0.506164E-01   0.912653E-03   0.173533E+01   0.525745E-01  -0.668902E-06   0.327209E-05   0.393619E-07   0.978654E-03  -0.668902E-06   0.128505E-06   0.656313E-05   0.141486E-06   0.506164E-01   0.327209E-05   0.656313E-05   0.196308E-02   0.234959E-04   0.912653E-03   0.393619E-07   0.141486E-06   0.234959E-04   0.935255E-06
    40   0.117056E+04   0.166972E+01   0.955165E-03   0.493123E-01   0.887782E-03   0.166972E+01   0.571957E-01  -0.576543E-06   0.330825E-05   0.389567E-07   0.955165E-03  -0.576543E-06   0.128025E-06   0.655288E-05   0.140845E-06   0.493123E-01   0.330825E-05   0.655288E-05   0.200737E-02   0.240006E-04   0.887782E-03   0.389567E-07   0.140845E-06   0.240006E-04   0.950459E-06
    41   0.118809E+04   0.159694E+01   0.932240E-03   0.480458E-01   0.863881E-03   0.159694E+01   0.621067E-01  -0.468145E-06   0.329202E-05   0.385693E-07   0.932240E-03  -0.468145E-06   0.127512E-06   0.653945E-05   0.140178E-06   0.480458E-01   0.329202E-05   0.653945E-05   0.205043E-02   0.244952E-04   0.863881E-03   0.385693E-07   0.140178E-06   0.244952E-04   0.965269E-06
    42   0.120572E+04   0.151701E+01   0.909877E-03   0.468180E-01   0.840911E-03   0.151701E+01   0.673058E-01  -0.354582E-06   0.322554E-05   0.380855E-07   0.909877E-03  -0.354582E-06   0.126968E-06   0.652336E-05   0.139488E-06   0.468180E-01   0.322554E-05   0.652336E-05   0.209240E-02   0.249811E-04   0.840911E-03   0.380855E-07   0.139488E-06   0.249811E-04   0.979696E-06
    43   0.122349E+04   0.142909E+01   0.888177E-03   0.456295E-01   0.818833E-03   0.142909E+01   0.727858E-01  -0.258209E-06   0.311521E-05   0.374053E-07   0.888177E-03  -0.258209E-06   0.126398E-06   0.650507E-05   0.138779E-06   0.456295E-01   0.311521E-05   0.650507E-05   0.213341E-02   0.254596E-04   0.818833E-03   0.374053E-07   0.138779E-06   0.254596E-04   0.993751E-06
    44   0.124143E+04   0.133078E+01   0.867243E-03   0.444809E-01   0.797605E-03   0.133078E+01   0.785377E-01  -0.201382E-06   0.296746E-05   0.364284E-07   0.867243E-03  -0.201382E-06   0.125801E-06   0.648507E-05   0.138053E-06   0.444809E-01   0.296746E-05   0.648507E-05   0.217360E-02   0.259320E-04   0.797605E-03   0.364284E-07   0.138053E-06   0.259320E-04   0.100744E-05
    45   0.125962E+04   0.121933E+01   0.847174E-03   0.433730E-01   0.777189E-03   0.121933E+01   0.845493E-01  -0.206454E-06   0.278871E-05   0.350546E-07   0.847174E-03  -0.206454E-06   0.125182E-06   0.646383E-05   0.137314E-06   0.433730E-01   0.278871E-05   0.646383E-05   0.221311E-02   0.263996E-04   0.777189E-03   0.350546E-07   0.137314E-06   0.263996E-04   0.102079E-05
    46   0.127803E+04   0.109298E+01   0.828028E-03   0.423062E-01   0.757545E-03   0.109298E+01   0.908105E-01  -0.286991E-06   0.258571E-05   0.332174E-07   0.828028E-03  -0.286991E-06   0.124543E-06   0.644181E-05   0.136565E-06   0.423062E-01   0.258571E-05   0.644181E-05   0.225209E-02   0.268636E-04   0.757545E-03   0.332174E-07   0.136565E-06   0.268636E-04   0.103379E-05
    47   0.129663E+04   0.952041E+00   0.809687E-03   0.412802E-01   0.738639E-03   0.952041E+00   0.973304E-01  -0.421396E-06   0.236656E-05   0.309855E-07   0.809687E-03  -0.421396E-06   0.123885E-06   0.641930E-05   0.135809E-06   0.412802E-01   0.236656E-05   0.641930E-05   0.229066E-02   0.273250E-04   0.738639E-03   0.309855E-07   0.135809E-06   0.273250E-04   0.104646E-05
    48   0.131542E+04   0.797281E+00   0.791989E-03   0.402943E-01   0.720440E-03   0.797281E+00   0.104116E+00  -0.579283E-06   0.213969E-05   0.284613E-07   0.791989E-03  -0.579283E-06   0.123209E-06   0.639657E-05   0.135046E-06   0.402943E-01   0.213969E-05   0.639657E-05   0.232895E-02   0.277845E-04   0.720440E-03   0.284613E-07   0.135046E-06   0.277845E-04   0.105880E-05
    49   0.133437E+04   0.629561E+00   0.774771E-03   0.393479E-01   0.702915E-03   0.629561E+00   0.111173E+00  -0.730266E-06   0.191353E-05   0.257471E-07   0.774771E-03  -0.730266E-06   0.122518E-06   0.637390E-05   0.134278E-06   0.393479E-01   0.191353E-05   0.637390E-05   0.236709E-02   0.282432E-04   0.702915E-03   0.257471E-07   0.134278E-06   0.282432E-04   0.107083E-05
    50   0.135355E+04   0.449878E+00   0.757872E-03   0.384403E-01   0.686033E-03   0.449878E+00   0.118519E+00  -0.843958E-06   0.169650E-05   0.229454E-07   0.757872E-03  -0.843958E-06   0.121813E-06   0.635156E-05   0.133507E-06   0.384403E-01   0.169650E-05   0.635156E-05   0.240522E-02   0.287018E-04   0.686033E-03   0.229454E-07   0.133507E-06   0.287018E-04   0.108254E-05
    51   0.137301E+04   0.259132E+00   0.741182E-03   0.375709E-01   0.669763E-03   0.259132E+00   0.126169E+00  -0.897894E-06   0.149568E-05   0.201561E-07   0.741182E-03  -0.897894E-06   0.121096E-06   0.632979E-05   0.132734E-06   0.375709E-01   0.149568E-05   0.632979E-05   0.244345E-02   0.291611E-04   0.669763E-03   0.201561E-07   0.132734E-06   0.291611E-04   0.109395E-05
    52   0.139271E+04   0.576361E-01   0.724814E-03   0.367384E-01   0.654077E-03   0.576361E-01   0.134121E+00  -0.901280E-06   0.131277E-05   0.174698E-07   0.724814E-03  -0.901280E-06   0.120367E-06   0.630872E-05   0.131960E-06   0.367384E-01   0.131277E-05   0.630872E-05   0.248187E-02   0.296214E-04   0.654077E-03   0.174698E-07   0.131960E-06   0.296214E-04   0.110506E-05
    53   0.141256E+04  -0.154656E+00   0.708931E-03   0.359415E-01   0.638950E-03  -0.154656E+00   0.142370E+00  -0.871245E-06   0.114809E-05   0.149746E-07   0.708931E-03  -0.871245E-06   0.119628E-06   0.628844E-05   0.131186E-06   0.359415E-01   0.114809E-05   0.628844E-05   0.252058E-02   0.300830E-04   0.638950E-03   0.149746E-07   0.131186E-06   0.300830E-04   0.111587E-05
    54   0.143255E+04  -0.378648E+00   0.693697E-03   0.351788E-01   0.624355E-03  -0.378648E+00   0.150906E+00  -0.824916E-06   0.100199E-05   0.127586E-07   0.693697E-03  -0.824916E-06   0.118880E-06   0.626906E-05   0.130413E-06   0.351788E-01   0.100199E-05   0.626906E-05   0.255964E-02   0.305462E-04   0.624355E-03   0.127586E-07   0.130413E-06   0.305462E-04   0.112639E-05
    55   0.145267E+04  -0.615613E+00   0.679278E-03   0.344490E-01   0.610267E-03  -0.615613E+00   0.159726E+00  -0.779421E-06   0.874802E-06   0.109099E-07   0.679278E-03  -0.779421E-06   0.118123E-06   0.625068E-05   0.129640E-06   0.344490E-01   0.874802E-06   0.625068E-05   0.259915E-02   0.310111E-04   0.610267E-03   0.109099E-07   0.129640E-06   0.310111E-04   0.113663E-05
    56   0.147303E+04  -0.867197E+00   0.665783E-03   0.337508E-01   0.596660E-03  -0.867197E+00   0.168819E+00  -0.747922E-06   0.766753E-06   0.950008E-08   0.665783E-03  -0.747922E-06   0.117359E-06   0.623337E-05   0.128869E-06   0.337508E-01   0.766753E-06   0.623337E-05   0.263918E-02   0.314780E-04   0.596660E-03   0.950008E-08   0.128869E-06   0.314780E-04   0.114658E-05
    57   0.149373E+04  -0.113396E+01   0.653099E-03   0.330825E-01   0.583514E-03  -0.113396E+01   0.178185E+00  -0.727714E-06   0.677631E-06   0.853403E-08   0.653099E-03  -0.727714E-06   0.116588E-06   0.621713E-05   0.128100E-06   0.330825E-01   0.677631E-06   0.621713E-05   0.267975E-02   0.319465E-04   0.583514E-03   0.853403E-08   0.128100E-06   0.319465E-04   0.115625E-05
    58   0.151473E+04  -0.141551E+01   0.641059E-03   0.324429E-01   0.570809E-03  -0.141551E+01   0.187830E+00  -0.712126E-06   0.607114E-06   0.800008E-08   0.641059E-03  -0.712126E-06   0.115811E-06   0.620194E-05   0.127332E-06   0.324429E-01   0.607114E-06   0.620194E-05   0.272089E-02   0.324164E-04   0.570809E-03   0.800008E-08   0.127332E-06   0.324164E-04   0.116565E-05
    59   0.153594E+04  -0.171118E+01   0.629495E-03   0.318303E-01   0.558525E-03  -0.171118E+01   0.197760E+00  -0.694489E-06   0.554877E-06   0.788656E-08   0.629495E-03  -0.694489E-06   0.115028E-06   0.618776E-05   0.126566E-06   0.318303E-01   0.554877E-06   0.618776E-05   0.276262E-02   0.328873E-04   0.558525E-03   0.788656E-08   0.126566E-06   0.328873E-04   0.117477E-05
    60   0.155733E+04  -0.201987E+01   0.618239E-03   0.312434E-01   0.546644E-03  -0.201987E+01   0.207973E+00  -0.668132E-06   0.520598E-06   0.818178E-08   0.618239E-03  -0.668132E-06   0.114240E-06   0.617457E-05   0.125802E-06   0.312434E-01   0.520598E-06   0.617457E-05   0.280495E-02   0.333589E-04   0.546644E-03   0.818178E-08   0.125802E-06   0.333589E-04   0.118361E-05
    61   0.157893E+04  -0.234067E+01   0.607151E-03   0.306806E-01   0.535147E-03  -0.234067E+01   0.218467E+00  -0.628661E-06   0.502997E-06   0.884736E-08   0.607151E-03  -0.628661E-06   0.113448E-06   0.616234E-05   0.125039E-06   0.306806E-01   0.502997E-06   0.616234E-05   0.284790E-02   0.338308E-04   0.535147E-03   0.884736E-08   0.125039E-06   0.338308E-04   0.119219E-05
    62   0.160073E+04  -0.267375E+01   0.596202E-03   0.301407E-01   0.524017E-03  -0.267375E+01   0.229234E+00  -0.580796E-06   0.496970E-06   0.973812E-08   0.596202E-03  -0.580796E-06   0.112651E-06   0.615102E-05   0.124279E-06   0.301407E-01   0.496970E-06   0.615102E-05   0.289144E-02   0.343026E-04   0.524017E-03   0.973812E-08   0.124279E-06   0.343026E-04   0.120050E-05
    63   0.162276E+04  -0.301956E+01   0.585389E-03   0.296223E-01   0.513241E-03  -0.301956E+01   0.240267E+00  -0.531532E-06   0.496454E-06   0.106822E-07   0.585389E-03  -0.531532E-06   0.111853E-06   0.614053E-05   0.123522E-06   0.296223E-01   0.496454E-06   0.614053E-05   0.293556E-02   0.347738E-04   0.513241E-03   0.106822E-07   0.123522E-06   0.347738E-04   0.120856E-05
    64   0.164502E+04  -0.337853E+01   0.574709E-03   0.291241E-01   0.502806E-03  -0.337853E+01   0.251557E+00  -0.487864E-06   0.495389E-06   0.115077E-07   0.574709E-03  -0.487864E-06   0.111052E-06   0.613081E-05   0.122768E-06   0.291241E-01   0.495389E-06   0.613081E-05   0.298021E-02   0.352439E-04   0.502806E-03   0.115077E-07   0.122768E-06   0.352439E-04   0.121637E-05
    65   0.166754E+04  -0.375119E+01   0.564160E-03   0.286450E-01   0.492695E-03  -0.375119E+01   0.263099E+00  -0.456788E-06   0.487712E-06   0.120427E-07   0.564160E-03  -0.456788E-06   0.110250E-06   0.612179E-05   0.122017E-06   0.286450E-01   0.487712E-06   0.612179E-05   0.302537E-02   0.357123E-04   0.492695E-03   0.120427E-07   0.122017E-06   0.357123E-04   0.122395E-05
    66   0.169036E+04  -0.413792E+01   0.553753E-03   0.281835E-01   0.482896E-03  -0.413792E+01   0.274881E+00  -0.444188E-06   0.468739E-06   0.121585E-07   0.553753E-03  -0.444188E-06   0.109449E-06   0.611340E-05   0.121271E-06   0.281835E-01   0.468739E-06   0.611340E-05   0.307100E-02   0.361785E-04   0.482896E-03   0.121585E-07   0.121271E-06   0.361785E-04   0.123130E-05
    67   0.171346E+04  -0.453791E+01   0.543546E-03   0.277386E-01   0.473394E-03  -0.453791E+01   0.286897E+00  -0.451510E-06   0.439297E-06   0.118984E-07   0.543546E-03  -0.451510E-06   0.108648E-06   0.610554E-05   0.120529E-06   0.277386E-01   0.439297E-06   0.610554E-05   0.311702E-02   0.366418E-04   0.473394E-03   0.118984E-07   0.120529E-06   0.366418E-04   0.123843E-05
