#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   163    0.47199E+04   -0.40292E+02    0.11893E-05   -0.40292E+02    0.88422E+00   -0.39705E-08    0.11893E-05   -0.39705E-08    0.19592E-11
   164    0.47483E+04   -0.39870E+02    0.11718E-05   -0.39870E+02    0.87402E+00   -0.39432E-08    0.11718E-05   -0.39432E-08    0.19223E-11
   165    0.47766E+04   -0.39420E+02    0.11547E-05   -0.39420E+02    0.86362E+00   -0.39144E-08    0.11547E-05   -0.39144E-08    0.18863E-11
   166    0.48045E+04   -0.38942E+02    0.11378E-05   -0.38942E+02    0.85318E+00   -0.38838E-08    0.11378E-05   -0.38838E-08    0.18512E-11
   167    0.48321E+04   -0.38438E+02    0.11213E-05   -0.38438E+02    0.84248E+00   -0.38512E-08    0.11213E-05   -0.38512E-08    0.18169E-11
   168    0.48592E+04   -0.37905E+02    0.11052E-05   -0.37905E+02    0.83190E+00   -0.38165E-08    0.11052E-05   -0.38165E-08    0.17835E-11
   169    0.48859E+04   -0.37344E+02    0.10893E-05   -0.37344E+02    0.82113E+00   -0.37794E-08    0.10893E-05   -0.37794E-08    0.17508E-11
   170    0.49123E+04   -0.36755E+02    0.10737E-05   -0.36755E+02    0.81042E+00   -0.37398E-08    0.10737E-05   -0.37398E-08    0.17189E-11
   171    0.49382E+04   -0.36137E+02    0.10585E-05   -0.36137E+02    0.79976E+00   -0.36974E-08    0.10585E-05   -0.36974E-08    0.16878E-11
   172    0.49636E+04   -0.35492E+02    0.10435E-05   -0.35492E+02    0.78908E+00   -0.36522E-08    0.10435E-05   -0.36522E-08    0.16574E-11
   173    0.49885E+04   -0.34818E+02    0.10288E-05   -0.34818E+02    0.77838E+00   -0.36038E-08    0.10288E-05   -0.36038E-08    0.16276E-11
   174    0.50131E+04   -0.34118E+02    0.10143E-05   -0.34118E+02    0.76798E+00   -0.35522E-08    0.10143E-05   -0.35522E-08    0.15986E-11
   175    0.50372E+04   -0.33388E+02    0.10002E-05   -0.33388E+02    0.75757E+00   -0.34971E-08    0.10002E-05   -0.34971E-08    0.15701E-11
   176    0.50607E+04   -0.32630E+02    0.98626E-06   -0.32630E+02    0.74738E+00   -0.34384E-08    0.98626E-06   -0.34384E-08    0.15423E-11
   177    0.50838E+04   -0.31846E+02    0.97261E-06   -0.31846E+02    0.73735E+00   -0.33763E-08    0.97261E-06   -0.33763E-08    0.15151E-11
